Fold,AUROC,AUPRC,Accuracy,Precision,Recall,F1_Score,MCC
Fold_1,0.6759085072710442,0.6521670597464362,0.6147540983606558,0.6346153846153846,0.5409836065573771,0.584070796460177,0.23204774044612855
Fold_2,0.6703245841918242,0.644326346979576,0.6366120218579235,0.6506024096385542,0.5901639344262295,0.6189111747851003,0.2744106499742258
Fold_3,0.6892263131177401,0.6616574094996635,0.6366120218579235,0.654320987654321,0.5792349726775956,0.6144927536231884,0.2750409841601873
Fold_4,0.6765654393980113,0.6615026117044419,0.6256830601092896,0.6385542168674698,0.5792349726775956,0.6074498567335244,0.25245779797628776
Fold_5,0.6877332855564514,0.6547307105651555,0.6229508196721312,0.631578947368421,0.5901639344262295,0.6101694915254238,0.24643202904507208
