iter	Logloss
558	0.1564591345
559	0.1561880308
560	0.1561316628
561	0.155865346
562	0.1554926018
563	0.155364961
564	0.1550785628
565	0.154781492
566	0.1544249358
567	0.1541379277
568	0.1540910962
569	0.1540328639
570	0.1538602065
571	0.1537718551
572	0.1534563332
573	0.1532223021
574	0.1528608844
575	0.1525911896
576	0.1522919738
577	0.1519313593
578	0.1515634525
579	0.1514990996
580	0.1511140015
581	0.150973082
582	0.1505841531
583	0.1503758158
584	0.1500081043
585	0.1497467198
586	0.1496529194
587	0.1495898781
588	0.1495400511
589	0.1492568724
590	0.148799994
591	0.1485131973
592	0.1482965329
593	0.1480953217
594	0.147792963
595	0.1476207666
596	0.1475004339
597	0.1474334131
598	0.1472993522
599	0.1469554807
600	0.1468756392
601	0.1465772049
602	0.1463521066
603	0.1462537445
604	0.1459439554
605	0.1456731652
606	0.1453267119
607	0.1450990236
608	0.1448711925
609	0.1447543172
610	0.1445877416
611	0.1442569907
612	0.1441877051
613	0.14390973
614	0.1435269968
615	0.1432699379
616	0.1432254602
617	0.1430070481
618	0.1428946316
619	0.1426895493
620	0.1424357345
621	0.1421410069
622	0.1418545848
623	0.1418097987
624	0.1415416353
625	0.1414095784
626	0.1411286601
627	0.1410737383
628	0.1408169542
629	0.1406029523
630	0.1402598952
631	0.1402207456
632	0.1399950665
633	0.1399455301
634	0.1398852086
635	0.1396150804
636	0.1392846273
637	0.1389903539
638	0.1387612743
639	0.1385890183
640	0.1382911779
641	0.1380560267
642	0.137765176
643	0.1377009543
644	0.1374248433
645	0.1373777977
646	0.137326554
647	0.1372107591
648	0.1371826594
649	0.1370488955
650	0.1367755964
651	0.1365712275
652	0.1363168996
653	0.1360873085
654	0.1359017745
655	0.1358684033
656	0.1356083297
657	0.1355662419
658	0.1355277741
659	0.1352892468
660	0.1352393311
661	0.1351502981
662	0.1348613331
663	0.1345712975
664	0.1343574395
665	0.134183885
666	0.1341477996
667	0.1339381016
668	0.1337131948
