FPR	TPR
0.0	0.0
0.010526315789473684	0.0
0.031578947368421054	0.0
0.031578947368421054	0.058823529411764705
0.042105263157894736	0.058823529411764705
0.042105263157894736	0.11764705882352941
0.07368421052631578	0.11764705882352941
0.07368421052631578	0.14705882352941177
0.09473684210526316	0.14705882352941177
0.09473684210526316	0.17647058823529413
0.11578947368421053	0.17647058823529413
0.11578947368421053	0.20588235294117646
0.14736842105263157	0.20588235294117646
0.14736842105263157	0.23529411764705882
0.16842105263157894	0.23529411764705882
0.17894736842105263	0.23529411764705882
0.17894736842105263	0.29411764705882354
0.18947368421052632	0.3235294117647059
0.2	0.3235294117647059
0.2	0.35294117647058826
0.22105263157894736	0.35294117647058826
0.22105263157894736	0.38235294117647056
0.2631578947368421	0.38235294117647056
0.2631578947368421	0.4117647058823529
0.2736842105263158	0.4117647058823529
0.2736842105263158	0.4411764705882353
0.29473684210526313	0.4411764705882353
0.29473684210526313	0.47058823529411764
0.3157894736842105	0.47058823529411764
0.3157894736842105	0.5
0.3473684210526316	0.5
0.3473684210526316	0.5294117647058824
0.3684210526315789	0.5294117647058824
0.3684210526315789	0.5882352941176471
0.42105263157894735	0.5882352941176471
0.42105263157894735	0.6176470588235294
0.47368421052631576	0.6176470588235294
0.47368421052631576	0.6470588235294118
0.5263157894736842	0.6470588235294118
0.5263157894736842	0.6764705882352942
0.5789473684210527	0.6764705882352942
0.5789473684210527	0.7352941176470589
0.6	0.7352941176470589
0.6	0.7647058823529411
0.631578947368421	0.7647058823529411
0.631578947368421	0.8235294117647058
0.6526315789473685	0.8235294117647058
0.6526315789473685	0.8823529411764706
0.7157894736842105	0.8823529411764706
0.7157894736842105	0.9117647058823529
0.8105263157894737	0.9117647058823529
0.8105263157894737	0.9411764705882353
0.8315789473684211	0.9411764705882353
0.8526315789473684	0.9411764705882353
0.9473684210526315	0.9411764705882353
0.9473684210526315	0.9705882352941176
0.9789473684210527	0.9705882352941176
0.9789473684210527	1.0
1.0	1.0
