RNA Symbol,RNA Category,Species,Tissue/Cell Line,Localization,Score
hsa_circ_0000223,circRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0100262,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001112,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000969,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000730,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0103911,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001138,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0100022,circRNA,Homo sapiens,plasma,Extracellular exosome,0.428658357070095
hsa_circ_0001301,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0104534,circRNA,Homo sapiens,plasma,Extracellular exosome,0.815590988686444
hsa_circ_0102142,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001749,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0004089,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000169,circRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000621,circRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001477,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000406,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001413,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0104823,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000065,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001523,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001874,circRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0103572,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0102294,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0103252,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001550,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001664,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000204,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0102296,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0103922,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001495,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001703,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0104545,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001707,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001644,circRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001158,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0101292,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0101874,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001828,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001077,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001853,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001693,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001854,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000053,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0104851,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001776,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000443,circRNA,Homo sapiens,plasma,Extracellular exosome,0.428658357070095
hsa_circ_0104852,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0005519,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001676,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0104853,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0104238,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0104854,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001895,circRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000326,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000511,circRNA,Homo sapiens,plasma,Extracellular exosome,0.441906205517059
hsa_circ_0102019,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000376,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000377,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0104565,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0044226,circRNA,Homo sapiens,plasma,Extracellular exosome,0.795006069178413
hsa_circ_0000442,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000514,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0104566,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0004099,circRNA,Homo sapiens,plasma,Extracellular exosome,0.795006069178413
hsa_circ_0005627,circRNA,Homo sapiens,plasma,Extracellular exosome,0.795006069178413
hsa_circ_0000519,circRNA,Homo sapiens,plasma,Extracellular exosome,0.795006069178413
hsa_circ_0008898,circRNA,Homo sapiens,plasma,Extracellular exosome,0.795006069178413
hsa_circ_0000040,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0042174,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000487,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0044234,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0006168,circRNA,Homo sapiens,plasma,Extracellular exosome,0.795006069178413
hsa_circ_0100820,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001861,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000621,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0100313,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0101319,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000726,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0003601,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0001449,circRNA,Homo sapiens,plasma,Extracellular exosome,0.795006069178413
hsa_circ_0000748,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0100013,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0044234,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0010926,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0101672,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000174,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0100015,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000266,circRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0006916,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0000775,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0100017,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001692,circRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000896,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0100018,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000284,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.815590988686444
hsa_circ_0100019,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0100668,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0002702,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0100988,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0104269,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000950,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0100022,circRNA,Homo sapiens,plasma,Extracellular exosome,0.428658357070095
hsa_circ_0077833,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0001171,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0002099,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0043837,circRNA,Homo sapiens,plasma,Extracellular exosome,0.694505649698505
hsa_circ_0004220,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0001801,circRNA,Homo sapiens,plasma,Extracellular exosome,0.795006069178413
hsa_circ_0006411,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0001248,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0005627,circRNA,Homo sapiens,plasma,Extracellular exosome,0.795006069178413
hsa_circ_0000333,circRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0004674,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0001013,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0005585,circRNA,Homo sapiens,plasma,Extracellular exosome,0.694505649698505
hsa_circ_0000662,circRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000658,circRNA,Homo sapiens,Plasma,Extracellular exosome,0.396358685090047
hsa_circ_0000168,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0000973,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001998,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0001336,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0102019,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001235,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0002474,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0003237,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0001443,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0001683,circRNA,Homo sapiens,plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0001465,circRNA,Homo sapiens,plasma,Extracellular exosome,0.396358685090047
hsa_circ_0005584,circRNA,Homo sapiens,plasma samples,Extracellular exosome,0.694505649698505
hsa_circ_0003823,circRNA,Homo sapiens,plasma samples,Extracellular exosome,0.694505649698505
hsa_circ_0125759,circRNA,Homo sapiens,plasma samples,Extracellular exosome,0.694505649698505
hsa_circ_0009142,circRNA,Homo sapiens,plasma samples,Extracellular exosome,0.694505649698505
hsa_circ_0002452,circRNA,Homo sapiens,plasma samples,Extracellular exosome,0.694505649698505
hsa_circ_0005448,circRNA,Homo sapiens,Plasma|Seminal.fluid,Extracellular exosome,0.795006069178413
hsa_circ_0001355,circRNA,Homo sapiens,Plasma|Seminal.fluid|Serum,Extracellular exosome,0.396358685090047
hsa_circ_0000443,circRNA,Homo sapiens,Plasma|Seminal.fluid|Serum|Urine,Extracellular exosome,0.428658357070095
hsa_circ_0001550,circRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.396358685090047
hsa_circ_0001136,circRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.815590988686444
hsa_circ_0001439,circRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.795006069178413
hsa_circ_0001314,circRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.396358685090047
hsa_circ_0000437,circRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.795006069178413
hsa_circ_0001411,circRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.795006069178413
hsa_circ_0000157,circRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.396358685090047
hsa_circ_0001492,circRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.890460238360382
hsa_circ_0000292,circRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.396358685090047
hsa_circ_0000969,circRNA,Homo sapiens,Plasma|Serum,Extracellular exosome,0.396358685090047
hsa_circ_0000973,circRNA,Homo sapiens,Plasma|Serum|Sputum,Extracellular exosome,0.396358685090047
hsa_circ_0006357,circRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.795006069178413
hsa_circ_0001465,circRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
hsa_circ_0000090,circRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
hsa_circ_0000508,circRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
hsa_circ_0000869,circRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
hsa_circ_0000520,circRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
hsa_circ_0000442,circRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.396358685090047
hsa_circ_0000896,circRNA,Homo sapiens,Plasma|Serum|Urine,Extracellular exosome,0.815590988686444
hsa_circ_0000036,circRNA,Homo sapiens,Plasma|Sputum,Extracellular exosome,0.396358685090047
hsa_circ_0000851,circRNA,Homo sapiens,Plasma|Sputum,Extracellular exosome,0.396358685090047
hsa_circ_0000670,circRNA,Homo sapiens,Plasma|Sputum,Extracellular exosome,0.90145991609349
hsa_circ_0000269,circRNA,Homo sapiens,Plasma|Sputum,Extracellular exosome,0.396358685090047
hsa_circ_0000867,circRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
hsa_circ_0001451,circRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.795006069178413
hsa_circ_0001393,circRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
hsa_circ_0000495,circRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
hsa_circ_0000730,circRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
hsa_circ_0000246,circRNA,Homo sapiens,Plasma|Urine,Extracellular exosome,0.396358685090047
PPARA,circRNA,Sus scrofa,porcine intramuscular adipocytes,Cytoplasm,0.694505649698505
hsa_circ_0032449,circRNA,Homo sapiens,posterior foregut (PFG) cells,Cytoplasm,0.836757224078988
hsa_circ_0001566,circRNA,Homo sapiens,preadipocytes,Cytoplasm,0.694505649698505
MARK3,circRNA,Bubalus bubalis,primary adipocytes,Cytoplasm,0.836757224078988
Hnrnph1,circRNA,Rattus norvegicus,primary cardiac fibroblasts(CFs),Cytoplasm,0.694505649698505
hsa_circ_0000284,circRNA,Homo sapiens,Primary endothelia cells (EC) line,Cytoplasm,0.943641791621929
mmu_circ_0006823,circRNA,Mus musculus,primary hippocampal neurons (PHN),Nucleus,0.694505649698505
mmu_circ_0006823,circRNA,Mus musculus,primary hippocampal neurons (PHN),Soma,0.694505649698505
mmu_circ_0006823,circRNA,Mus musculus,primary hippocampal neurons (PHN),Dendrite,0.694505649698505
hsa_circ_0072083,circRNA,Homo sapiens,primary human bronchial epithelial cells (HBE) and NSCLC cells (A549 and H460),Cytoplasm,0.694505649698505
hsa_circ_0102678,circRNA,Homo sapiens,primary keratinocytes,Cytoplasm,0.836757224078988
hsa_circ_0105040,circRNA,Homo sapiens,primary keratinocytes,Cytoplasm,0.904945420481312
BDP1,circRNA,Bos taurus,primary preadipocytes,Cytoplasm,0.694505649698505
BDP1,circRNA,Bos taurus,primary preadipocytes,Nucleus,0.694505649698505
hsa_circ_0002474,circRNA,Homo sapiens,prostate cancer (PCa) cells,Cytoplasm,0.836757224078988
hsa_circ_0002474,circRNA,Homo sapiens,prostate cancer (PCa) cells,Nucleus,0.836757224078988
hsa_circ_0000644,circRNA,Homo sapiens,PTC cell,Cytoplasm,0.904945420481312
hsa_circ_0005273,circRNA,Homo sapiens,PTC cell lines (BCPAP|TPC-1),Cytoplasm,0.694505649698505
hsa_circ_0049055,circRNA,Homo sapiens,PTC cell lines (TPC-1 and IHH-4 cells),Cytoplasm,0.694505649698505
Itgb5,circRNA,Rattus norvegicus,pulmonary arterial smooth muscle cells (PASMCs),Cytoplasm,0.694505649698505
mmu_circ_0000468,circRNA,Mus musculus,pulmonary artery smooth muscle cell (PASMC),Cytoplasm,0.694505649698505
Smoc1,circRNA,Rattus norvegicus,pulmonary artery smooth muscle cells,Nucleus,0.694505649698505
Smoc1,circRNA,Rattus norvegicus,pulmonary artery smooth muscle cells,Cytoplasm,0.836757224078988
mmu_circ_0000276,circRNA,Mus musculus,pulmonary artery smooth muscle cells (PASMCs),Nucleus,0.694505649698505
mmu_circ_0000276,circRNA,Mus musculus,pulmonary artery smooth muscle cells (PASMCs),Cytoplasm,0.694505649698505
hsa_circ_0088194,circRNA,Homo sapiens,RA tissues,Cytoplasm,0.694505649698505
hsa_circ_0000175,circRNA,Homo sapiens,RA-FLSs,Cytoplasm,0.694505649698505
hsa_circCDKN2B-AS_006,circRNA,Homo sapiens,RASFs and MH7A cells,Cytoplasm,0.836757224078988
Samd4a,circRNA,Rattus norvegicus,Rat vascular smooth muscle cells,Cytoplasm,0.694505649698505
Smoc1,circRNA,Rattus norvegicus,rat vascular smooth muscle cells (VSMCs),Cytoplasm,0.836757224078988
Ythdf2,circRNA,Mus musculus,RAW264.7 cell line (mouse mononuclear macrophages),Microvesicle,0.795006069178413
mmu_circ_0001367,circRNA,Mus musculus,RAW264.7 cells,Cytoplasm,0.694505649698505
mmu_circ_0001367,circRNA,Mus musculus,RAW264.7 cells,Ribosome,0.694505649698505
mmu_circ_0000181,circRNA,Mus musculus,RAW264.7 cells,Cytoplasm,0.694505649698505
mmu_circ_0008542,circRNA,Mus musculus,RAW264.7 cells and MC3T3-E1 cells,Cytoplasm,0.836757224078988
hsa_circ_0006594,circRNA,Homo sapiens,RBE and FRH0201 cells,Nucleus,0.932913100536013
hsa_circ_0006594,circRNA,Homo sapiens,RBE and FRH0201 cells,Cytoplasm,0.836757224078988
hsa_circ_0000829,circRNA,Homo sapiens,RCC cell lines,Cytoplasm,0.836757224078988
hsa_circ_0000829,circRNA,Homo sapiens,RCC cell lines,Extracellular exosome,0.694505649698505
hsa_circ_0031593,circRNA,Homo sapiens,RCC cell lines (ACHN|OSRC2),Cytoplasm,0.694505649698505
hsa_circ_0002484,circRNA,Homo sapiens,RCC cells,Nucleus,0.836757224078988
hsa_circ_0002484,circRNA,Homo sapiens,RCC cells,Cytoplasm,0.904945420481312
hsa_circ_0000880,circRNA,Homo sapiens,RCC cells,Extracellular exosome,0.795006069178413
hsa_circ_0060920,circRNA,Homo sapiens,RCC tumor cell lines 786-O and A498 cells,Cytoplasm,0.694505649698505
hsa_circ_0005465,circRNA,Homo sapiens,recipient HBE cells and sensitive HBSMCs,Cytoplasm,0.694505649698505
hsa_circ_0005465,circRNA,Homo sapiens,recipient HBE cells and sensitive HBSMCs,Nucleus,0.694505649698505
hsa_circ_0019063,circRNA,Homo sapiens,renal artery,Cytoplasm,0.694505649698505
hsa_circ_0002286,circRNA,Homo sapiens,renal cell carcinoma (RCC) cells,Cytoplasm,0.694505649698505
hsa_circ_0002458,circRNA,Homo sapiens,renal cell carcinoma (RCC) cells,Nucleus,0.836757224078988
circ-MTND5,circRNA,Homo sapiens,renal tubular epithelial cells,Cytoplasm,0.694505649698505
hsa_circ_0008360,circRNA,Homo sapiens,rheumatoid arthritis fibroblast-like synoviocytes (RA-FLSs),Cytoplasm,0.694505649698505
hsa_circ_0001947,circRNA,Homo sapiens,rheumatoid arthritis fibroblast-like synoviocytes (RAFLSs),Cytoplasm,0.836757224078988
hsa_circ_0004705,circRNA,Homo sapiens,RKO and HCT8 cells,Cytoplasm,0.904945420481312
Nkd2,circRNA,Rattus norvegicus,RSC96 and primary Schwann cells (pSCs),Cytoplasm,0.694505649698505
hsa_circ_0003178,circRNA,Homo sapiens,S18 and HONE1 cells,Cytoplasm,0.904945420481312
hsa_circ_0008934,circRNA,Homo sapiens,SaOS2 cells,Cytosol,0.694505649698505
mmu_circ_0001311,circRNA,Mus musculus,sarcomas,Cytosol,0.694505649698505
mmu_circ_0000872,circRNA,Mus musculus,sarcomas,Cytosol,0.694505649698505
hsa_circ_0001461,circRNA,Homo sapiens,SCC23 and SCC1 cells,Cytoplasm,0.904945420481312
dme_circ_0001693,circRNA,Drosophila melanogaster,Schneider 2 (S2) cells,Cytoplasm,0.694505649698505
hsa_circ_0001793,circRNA,Homo sapiens,SCP2 cells,Cytoplasm,0.836757224078988
hsa_circ_0001793,circRNA,Homo sapiens,SCP2 cells,Nucleus,0.836757224078988
hsa_circ_0103367,circRNA,Homo sapiens,seminal plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0009684,circRNA,Homo sapiens,seminal plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0114168,circRNA,Homo sapiens,seminal plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0001488,circRNA,Homo sapiens,seminal plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0009013,circRNA,Homo sapiens,seminal plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0114168,circRNA,Homo sapiens,seminal plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0001488,circRNA,Homo sapiens,seminal plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0005447,circRNA,Homo sapiens,seminal plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0103367,circRNA,Homo sapiens,seminal plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0009684,circRNA,Homo sapiens,seminal plasma,Extracellular vesicle,0.396358685090047
hsa_circ_0000040,circRNA,Homo sapiens,Seminal.fluid,Extracellular exosome,0.396358685090047
hsa_circ_0001411,circRNA,Homo sapiens,sera,Extracellular exosome,0.795006069178413
hsa_circ_0019120,circRNA,Homo sapiens,sera,Extracellular exosome,0.795006069178413
hsa_circ_0023233,circRNA,Homo sapiens,sera,Extracellular exosome,0.694505649698505
hsa_circ_0091103,circRNA,Homo sapiens,sera,Extracellular exosome,0.694505649698505
hsa_circ_0063681,circRNA,Homo sapiens,sera,Extracellular exosome,0.694505649698505
hsa_circ_0040929,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0102481,circRNA,Homo sapiens,serum,Extracellular exosome,0.795006069178413
hsa_circ_0002882,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0063313,circRNA,Homo sapiens,serum,Extracellular exosome,0.795006069178413
hsa_circ_0103827,circRNA,Homo sapiens,serum,Extracellular exosome,0.795006069178413
hsa_circ_405296,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0000367,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_406587,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0001492,circRNA,Homo sapiens,serum,Extracellular exosome,0.890460238360382
hsa_circ_0004771,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0000670,circRNA,Homo sapiens,serum,Extracellular exosome,0.90145991609349
hsa_circ_0002555,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0000953,circRNA,Homo sapiens,Serum,Extracellular exosome,0.396358685090047
hsa_circ_0000886,circRNA,Homo sapiens,Serum,Extracellular exosome,0.396358685090047
hsa_circ_0005448,circRNA,Homo sapiens,serum,Extracellular exosome,0.795006069178413
hsa_circ_0003139,circRNA,Homo sapiens,serum,Extracellular exosome,0.795006069178413
hsa_circ_0000211,circRNA,Homo sapiens,Serum,Extracellular exosome,0.795006069178413
hsa_circ_0081234,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0000518,circRNA,Homo sapiens,Serum,Extracellular exosome,0.396358685090047
hsa_circ_0000274,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0000199,circRNA,Homo sapiens,Serum,Extracellular exosome,0.694505649698505
hsa_circ_0103809,circRNA,Homo sapiens,serum,Extracellular exosome,0.815590988686444
hsa_circ_0001560,circRNA,Homo sapiens,Serum,Extracellular exosome,0.396358685090047
hsa_circ_0061395,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0087783,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0001704,circRNA,Homo sapiens,Serum,Extracellular exosome,0.396358685090047
hsa_circ_0000775,circRNA,Homo sapiens,Serum,Extracellular exosome,0.396358685090047
hsa_circ_0000377,circRNA,Homo sapiens,Serum,Extracellular exosome,0.396358685090047
hsa_circ_0000511,circRNA,Homo sapiens,Serum,Extracellular exosome,0.441906205517059
hsa_circ_0001187,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0028861,circRNA,Homo sapiens,serum,Extracellular exosome,0.795006069178413
hsa_circ_0021330,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0005392,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0001387,circRNA,Homo sapiens,serum,Extracellular exosome,0.836757224078988
hsa_circ_0007293,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0000326,circRNA,Homo sapiens,Serum,Extracellular exosome,0.396358685090047
hsa_circ_0000453,circRNA,Homo sapiens,Serum,Extracellular exosome,0.428658357070095
hsa_circ_0001828,circRNA,Homo sapiens,Serum,Extracellular exosome,0.396358685090047
hsa_circ_0006859,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0001439,circRNA,Homo sapiens,serum,Extracellular exosome,0.795006069178413
hsa_circ_0001492,circRNA,Homo sapiens,serum,Extracellular exosome,0.890460238360382
hsa_circ_0000284,circRNA,Homo sapiens,serum,Extracellular exosome,0.936216130089154
hsa_circ_0000896,circRNA,Homo sapiens,serum,Extracellular exosome,0.815590988686444
hsa_circ_0026611,circRNA,Homo sapiens,serum,Extracellular exosome,0.836757224078988
hsa_circ_0126925,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0133794,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0081144,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0034173,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
hsa_circ_0003863,circRNA,Homo sapiens,serum,Extracellular exosome,0.694505649698505
