RNA Symbol,RNA Category,Species,Tissue/Cell Line,Localization,Score
LARGE-IT1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
IRAIN,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LRRC8C-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
ABCA9-AS1,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
LINC02615,lncRNA,Homo sapiens,A549|H1.hESC|HT1080|HUVEC|IMR.90|MCF.7|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
LINC02332,lncRNA,Homo sapiens,GM12878|H1.hESC|SK.N.SH,Cytosol,0.396358685090047
KCNQ1OT1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
SH3BP5-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|K562|MCF.7|NCI.H460|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
ZNRF3-IT1,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
ARRDC3-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
SNHG9,lncRNA,Homo sapiens,A549|H1.hESC|HeLa.S3|HUVEC|K562|MCF.7|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
FMR1-IT1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
USP30-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00189,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01483,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00324,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.SH,Cytosol,0.396358685090047
DNM3-IT1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00377,lncRNA,Homo sapiens,GM12878,Cytosol,0.396358685090047
NDUFV2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
SAP30L-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|K562|NCI.H460|SK.N.SH,Cytosol,0.396358685090047
NPHP3-AS1,lncRNA,Homo sapiens,A549|H1.hESC|HUVEC|IMR.90|K562|MCF.7|NCI.H460|SK.N.SH,Cytosol,0.396358685090047
GRM5-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
DIO3OS,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
WDR7-OT1,lncRNA,Homo sapiens,NCI.H460,Cytosol,0.396358685090047
LINC00402,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
LINC02421,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
TRPC7-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CECR3,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
THAP7-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|MCF.7|NCI.H460|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LINC02863,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00642,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
FAM223A,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00632,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LURAP1L-AS1,lncRNA,Homo sapiens,HT1080|NCI.H460|SK.MEL.5,Cytosol,0.396358685090047
MIR223HG,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
EXTL3-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MIR503HG,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
HCCAT5,lncRNA,Homo sapiens,SK.N.SH,Cytosol,0.396358685090047
LINC00470,lncRNA,Homo sapiens,HT1080|HUVEC,Cytosol,0.396358685090047
LYRM4-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
GPR176-DT,lncRNA,Homo sapiens,H1.hESC|HeLa.S3|HUVEC|MCF.7|NCI.H460|SK.N.SH,Cytosol,0.396358685090047
RNFT1-DT,lncRNA,Homo sapiens,A549|HeLa.S3|HUVEC|MCF.7|NHEK|SK.N.SH,Cytosol,0.396358685090047
MIR4713HG,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
RBM26-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
EAF1-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
C21orf62-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
ATP11A-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
FUT8-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
ACBD3-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01344,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
ST8SIA6-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00398,lncRNA,Homo sapiens,HepG2,Cytosol,0.396358685090047
LINC02687,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
ERICD,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00616,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02288,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
SREBF2-AS1,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
EIPR1-IT1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00871,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CHN2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
EPS15-AS1,lncRNA,Homo sapiens,MCF.7|SK.N.SH,Cytosol,0.396358685090047
LINC02625,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
KCNQ1-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01670,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00624,lncRNA,Homo sapiens,H1.hESC|HeLa.S3|HepG2|HT1080|MCF.7|NCI.H460|SK.MEL.5|SK.N.DZ,Cytosol,0.396358685090047
LINC00870,lncRNA,Homo sapiens,GM12878|H1.hESC|HepG2|SK.MEL.5,Cytosol,0.396358685090047
DM1-AS,lncRNA,Homo sapiens,A549|H1.hESC|HeLa.S3|MCF.7,Cytosol,0.396358685090047
LINC00494,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MIR31HG,lncRNA,Homo sapiens,A549|H1.hESC|HeLa.S3|HUVEC|IMR.90|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
ADPGK-AS1,lncRNA,Homo sapiens,GM12878|H1.hESC|HeLa.S3|K562|SK.MEL.5,Cytosol,0.396358685090047
LINC01505,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
RAD21-AS1,lncRNA,Homo sapiens,GM12878|H1.hESC|HeLa.S3|MCF.7|NHEK|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
KCNQ1OT1,lncRNA,Homo sapiens,GM12878|H1.hESC|HepG2|HUVEC|MCF.7|NCI.H460|SK.N.DZ,Cytosol,0.396358685090047
RASAL2-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|IMR.90|K562|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ,Cytosol,0.396358685090047
SPCS3-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
NEAT1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MIR2052HG,lncRNA,Homo sapiens,H1.hESC|SK.N.DZ,Cytosol,0.396358685090047
LINC01569,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
DNAH17-AS1,lncRNA,Homo sapiens,A549|H1.hESC|NCI.H460,Cytosol,0.396358685090047
BISPR,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|K562|MCF.7|NCI.H460|SK.N.SH,Cytosol,0.396358685090047
LINC01811,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CYYR1-AS1,lncRNA,Homo sapiens,NCI.H460|NHEK,Cytosol,0.396358685090047
LINC02723,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
CPEB1-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
FAM27C,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HT1080|HUVEC|NCI.H460|NHEK|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LINC01816,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01424,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|K562|MCF.7|NCI.H460|SK.N.SH,Cytosol,0.396358685090047
MIR99AHG,lncRNA,Homo sapiens,A549|H1.hESC|HeLa.S3|HUVEC|MCF.7|NCI.H460|NHEK|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
HAR1B,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MIR22HG,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
RCCD1-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|K562|MCF.7|NCI.H460,Cytosol,0.396358685090047
LINC01749,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02105,lncRNA,Homo sapiens,HT1080,Cytosol,0.396358685090047
HIPK1-AS1,lncRNA,Homo sapiens,GM12878|H1.hESC|HeLa.S3|HT1080|MCF.7|NHEK|SK.N.SH,Cytosol,0.396358685090047
LINC01013,lncRNA,Homo sapiens,H1.hESC|HUVEC|IMR.90|SK.MEL.5|SK.N.SH,Cytosol,0.890460238360382
ADIRF-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HT1080|HUVEC|IMR.90|MCF.7|NCI.H460|NHEK|SK.N.DZ,Cytosol,0.396358685090047
LINC00941,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01684,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01852,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|NCI.H460|SK.MEL.5|SK.N.SH,Cytosol,0.396358685090047
F11-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00534,lncRNA,Homo sapiens,K562,Cytosol,0.396358685090047
MAGI2-AS3,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01564,lncRNA,Homo sapiens,A549|NCI.H460|NHEK,Cytosol,0.396358685090047
LINC01687,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01775,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02616,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MED8-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
ZNF22-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02236,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
DPYD-AS1,lncRNA,Homo sapiens,GM12878,Cytosol,0.396358685090047
MIR583HG,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02236,lncRNA,Homo sapiens,SK.N.SH,Cytosol,0.396358685090047
TMLHE-AS1,lncRNA,Homo sapiens,H1.hESC|HepG2|MCF.7|NCI.H460|SK.N.SH,Cytosol,0.396358685090047
H2AZ1-DT,lncRNA,Homo sapiens,IMR.90|SK.MEL.5,Cytosol,0.396358685090047
CCND2-AS1,lncRNA,Homo sapiens,GM12878|H1.hESC,Cytosol,0.396358685090047
LINC02561,lncRNA,Homo sapiens,A549|HUVEC|NCI.H460,Cytosol,0.396358685090047
LINC01647,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01431,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HUVEC|K562|MCF.7|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
LINC01887,lncRNA,Homo sapiens,GM12878|HUVEC,Cytosol,0.396358685090047
LINC02128,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CARD8-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
PPM1F-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
LINC00158,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
PCSK6-AS1,lncRNA,Homo sapiens,A549|HT1080|K562,Cytosol,0.396358685090047
CDC37L1-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
SATB1-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01543,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MAGI2-AS3,lncRNA,Homo sapiens,H1.hESC|HepG2|HT1080|HUVEC|IMR.90|NCI.H460|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
RASGRF2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02724,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CAVIN2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02139,lncRNA,Homo sapiens,H1.hESC|HeLa.S3|NCI.H460,Cytosol,0.396358685090047
CEROX1,lncRNA,Homo sapiens,A549|H1.hESC|HepG2|HUVEC|MCF.7|NCI.H460|NHEK|SK.MEL.5,Cytosol,0.396358685090047
RASSF1-AS1,lncRNA,Homo sapiens,A549|H1.hESC|HepG2|IMR.90|MCF.7|NCI.H460|SK.N.SH,Cytosol,0.396358685090047
ZNF433-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
PDE9A-AS1,lncRNA,Homo sapiens,HepG2,Cytosol,0.396358685090047
NUP50-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
NUTM2A-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CDKN2A-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00589,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
PELATON,lncRNA,Homo sapiens,H1.hESC|HeLa.S3|HepG2|SK.MEL.5,Cytosol,0.396358685090047
TBX2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02035,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01063,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02649,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HUVEC|MCF.7|NCI.H460,Cytosol,0.396358685090047
LDLRAD4-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00649,lncRNA,Homo sapiens,GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|K562|MCF.7|NCI.H460|NHEK|SK.N.SH,Cytosol,0.396358685090047
FAM3D-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01036,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02523,lncRNA,Homo sapiens,H1.hESC|MCF.7,Cytosol,0.396358685090047
SND1-IT1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00466,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MAP3K20-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
DLG5-AS1,lncRNA,Homo sapiens,A549|H1.hESC|HepG2|HT1080|K562|MCF.7|NCI.H460|SK.N.SH,Cytosol,0.396358685090047
LINC01250,lncRNA,Homo sapiens,SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LINC01543,lncRNA,Homo sapiens,GM12878|H1.hESC,Cytosol,0.396358685090047
KLHDC7B-DT,lncRNA,Homo sapiens,GM12878|MCF.7|NHEK,Cytosol,0.396358685090047
LINC00987,lncRNA,Homo sapiens,H1.hESC|HeLa.S3|HUVEC|MCF.7|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
TMEM72-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LIMD1-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02883,lncRNA,Homo sapiens,GM12878|H1.hESC,Cytosol,0.396358685090047
OVAAL,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|NCI.H460|SK.MEL.5|SK.N.DZ,Cytosol,0.396358685090047
ID2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01107,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00327,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|MCF.7|NCI.H460|SK.MEL.5|SK.N.SH,Cytosol,0.396358685090047
ARF4-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02128,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
SLC25A30-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
PRECSIT,lncRNA,Homo sapiens,A549|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
PURPL,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02731,lncRNA,Homo sapiens,A549|H1.hESC|MCF.7|SK.N.DZ,Cytosol,0.396358685090047
LINC02864,lncRNA,Homo sapiens,A549|GM12878|HT1080|HUVEC|K562|NCI.H460|SK.MEL.5,Cytosol,0.396358685090047
LINC02580,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01750,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
ZNF236-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01703,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NHEK|SK.N.SH,Cytosol,0.396358685090047
TH2LCRR,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MSH2-OT1,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
PITRM1-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LAPTM4A-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
DNAJB5-DT,lncRNA,Homo sapiens,A549|H1.hESC|K562,Cytosol,0.396358685090047
PRC1-AS1,lncRNA,Homo sapiens,H1.hESC|NCI.H460,Cytosol,0.396358685090047
ATG10-IT1,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
LINC00652,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01779,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01607,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HUVEC|MCF.7|NHEK|SK.N.SH,Cytosol,0.396358685090047
TMEM18-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
PYCARD-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00624,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01615,lncRNA,Homo sapiens,A549|HT1080|IMR.90|NHEK|SK.N.SH,Cytosol,0.396358685090047
LINC00871,lncRNA,Homo sapiens,GM12878|H1.hESC,Cytosol,0.396358685090047
RASSF1-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
ZFPM2-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
ADCY6-DT,lncRNA,Homo sapiens,H1.hESC|HeLa.S3|HUVEC|MCF.7|SK.N.SH,Cytosol,0.396358685090047
LINC00867,lncRNA,Homo sapiens,MCF.7,Cytosol,0.396358685090047
MNX1-AS2,lncRNA,Homo sapiens,A549,Cytosol,0.396358685090047
VASH1-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
SMARCA5-AS1,lncRNA,Homo sapiens,A549|H1.hESC|HT1080|IMR.90|MCF.7|NHEK,Cytosol,0.396358685090047
LINC02562,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01783,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
SUGT1-DT,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HepG2|HT1080|HUVEC|IMR.90|MCF.7|NCI.H460|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
PDE6B-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CPB2-AS1,lncRNA,Homo sapiens,GM12878|H1.hESC|HT1080|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.SH,Cytosol,0.396358685090047
LINC02709,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LINC01391,lncRNA,Homo sapiens,H1.hESC|HeLa.S3|K562,Cytosol,0.396358685090047
ZNF30-AS1,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
GSN-AS1,lncRNA,Homo sapiens,HepG2|HUVEC,Cytosol,0.396358685090047
LINC02718,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
MIRLET7A1HG,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC02691,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC01107,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
LINC01950,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
SREBF2-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LRRC3-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
OVOL1-AS1,lncRNA,Homo sapiens,HeLa.S3,Cytosol,0.396358685090047
LINC01276,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CEP83-DT,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HeLa.S3|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LINC00319,lncRNA,Homo sapiens,A549,Cytosol,0.815590988686444
ALDH1L1-AS2,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
PPIC-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LERFS,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HT1080|HUVEC|K562|MCF.7|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LINC02593,lncRNA,Homo sapiens,A549|H1.hESC|IMR.90|MCF.7|NCI.H460|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
GRM5-AS1,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
EPS15-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
PCSK6-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
ADAMTSL4-AS2,lncRNA,Homo sapiens,H1.hESC,Cytosol,0.396358685090047
LINC02802,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
ATP2A1-AS1,lncRNA,Homo sapiens,A549|H1.hESC|HUVEC|IMR.90|MCF.7|NCI.H460|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
ADNP-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
IL21R-AS1,lncRNA,Homo sapiens,A549|H1.hESC|HeLa.S3|HUVEC|SK.N.DZ,Cytosol,0.396358685090047
LINC00640,lncRNA,Homo sapiens,H1.hESC|NHEK,Cytosol,0.396358685090047
LINC00538,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CIRBP-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CATIP-AS2,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00574,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
HMGA2-AS1,lncRNA,Homo sapiens,H1.hESC|SK.N.SH,Cytosol,0.396358685090047
LINC02794,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
WARS2-AS1,lncRNA,Homo sapiens,A549|GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.MEL.5|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
BDNF-AS,lncRNA,Homo sapiens,GM12878|H1.hESC|HepG2|HT1080|HUVEC|IMR.90|K562|MCF.7|NCI.H460|NHEK|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
SNHG12,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
DANT2,lncRNA,Homo sapiens,GM12878|H1.hESC|HeLa.S3|MCF.7|SK.N.DZ|SK.N.SH,Cytosol,0.396358685090047
LINC02454,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
CTBP1-DT,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00877,lncRNA,Homo sapiens,GM12878|H1.hESC|SK.N.SH,Cytosol,0.396358685090047
NXT1-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
EMC1-AS1,lncRNA,Homo sapiens,HEK293T cell line,Cytosol,0.396358685090047
LINC00862,lncRNA,Homo sapiens,H1.hESC|HepG2|MCF.7,Cytosol,0.396358685090047
