RNA Symbol,RNA Category,Species,Tissue/Cell Line,Localization,Score
LINC02422,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02392,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
DAAM2-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02343,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.815590988686444
G2E3-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02148,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
IL10RB-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
ATP2C2-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC01992,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02022,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC01980,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
TMEM30A-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
GIHCG,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02288,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
UBE2D3-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02172,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
SAP30-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LOC100507053,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
PITPNM2-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC01707,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
PPM1K-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02133,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02539,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02395,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LIMD1-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02082,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02166,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02052,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC01894,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC01963,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC01644,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02421,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
CYTOR,lncRNA,Homo sapiens,Plasma,Extracellular exosome,0.906732604208851
LINC01704,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
RPP38-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
CPEB2-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC01686,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02301,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
WASHC5-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LOC101928932,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
ANAPC1P1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
TIPARP-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
WARS2-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
DOCK9-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC00863,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02053,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC00373,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02303,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02299,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
PBX1-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
ILF3-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC01906,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC01750,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02790,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LNCARSR,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.815590988686444
LINC01976,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02055,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.815590988686444
CT70,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
SNHG26,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
PPP1R14B-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02749,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02275,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02499,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
RABGAP1L-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
KAZN-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02864,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02268,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC00484,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
HCG4B,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
GTSE1-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC01275,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02764,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
NDUFA6-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
MANCR,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02175,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
DLX2-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
KLHL7-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
BCYRN1,lncRNA,Homo sapiens,Serum,Extracellular exosome,0.396358685090047
LINC02454,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
FIGNL2-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
CFAP58-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
RGS2-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
CAPN10-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02384,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
ACBD3-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02035,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
FAM27C,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
TBILA,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC01898,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02285,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
AFDN-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02291,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
EMC3-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
WAKMAR2,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
TDRKH-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
NCK1-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
SLC25A34-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
DNAJC3-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
CHKB-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02481,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02389,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02140,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
ARLNC1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02003,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC00674,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02381,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
ZNF236-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02709,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02541,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LYRM4-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02728,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02516,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02715,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
FBXW7-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02044,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
FAM135A-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02037,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02608,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
NINJ2-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
FLNC-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
FAM30A,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
ELN-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LLPH-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
HMGA2-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
CEBPA-DT,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02626,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
MIR29B2CHG,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.82545835599294
PICART1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02584,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LCMT1-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
MUC5B-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02802,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC01960,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LYPLAL1-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
ELOA-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
FAM27E3,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
STPG3-AS1,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
LINC02593,lncRNA,Homo sapiens,Blood,Extracellular exosome,0.396358685090047
SNHG5,lncRNA,Homo sapiens,Endothelial cells,Extracellular exosome,0.82545835599294
OIP5-AS1,lncRNA,Homo sapiens,Endothelial cells,Extracellular exosome,0.906732604208851
SNHG7,lncRNA,Homo sapiens,Endothelial cells,Extracellular exosome,0.428658357070095
SNHG1,lncRNA,Homo sapiens,Endothelial cells,Extracellular exosome,0.82545835599294
SNHG3,lncRNA,Homo sapiens,Endothelial cells,Extracellular exosome,0.829505498847138
RMRP,lncRNA,Homo sapiens,Endothelial cells,Extracellular exosome,0.829505498847138
HOXC-AS1,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
DUBR,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
HOXC-AS3,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
NKAIN3,lncRNA,Homo sapiens,Blood|Urine,Extracellular vesicle,0.396358685090047
SNHG14,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.795006069178413
LINC01014,lncRNA,Homo sapiens,Blood|Urine|CSF,Extracellular vesicle,0.396358685090047
MIAT,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.815590988686444
ARHGEF9-IT1,lncRNA,Homo sapiens,Blood|CSF,Extracellular vesicle,0.396358685090047
LINC00575,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
LINC01451,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
MEG3,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
NUP50-DT,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
NRAD1,lncRNA,Homo sapiens,Blood|Urine,Extracellular vesicle,0.396358685090047
AC026786.2,lncRNA,Homo sapiens,Blood|Urine,Extracellular vesicle,0.396358685090047
FTX,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
MIR9-2HG,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
LINC-PINT,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
ABCC5-AS1,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
HCG15,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
MIR124-2HG,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
SNHG6,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
LINC01220,lncRNA,Homo sapiens,Blood|Urine,Extracellular vesicle,0.396358685090047
LINC01091,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
LINC01237,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
SNHG15,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
LINC01123,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
SOX2-OT,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
AC005256.1,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.795006069178413
MORC2-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
LINC00273,lncRNA,Homo sapiens,Blood|Bile,Extracellular vesicle,0.396358685090047
PROX1-AS1,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
LHFPL3-AS2,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
GRM7-AS3,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
FAM41AY1,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
LINC00856,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
A1BG-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF,Extracellular vesicle,0.396358685090047
SLC39A12-AS1,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
DLG1-AS1,lncRNA,Homo sapiens,Blood|Urine,Extracellular vesicle,0.396358685090047
AP001011.1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
LINC00958,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
LINC00649,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
LINC00639,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
CACNA1C-IT3,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
H19,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.890460238360382
LINC00408,lncRNA,Homo sapiens,Blood|Bile,Extracellular vesicle,0.396358685090047
SPATA3-AS1,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
SNHG5,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.428658357070095
MIR548XHG,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.795006069178413
PSMG3-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
AC092171.2,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
OR2A1-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF,Extracellular vesicle,0.396358685090047
LINC00467,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
CASC2,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
DLGAP1-AS3,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
PTPRG-AS1,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
TEX41,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
HAGLR,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
MBNL1-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
THRB-AS1,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
KCNQ1OT1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
LINC00924,lncRNA,Homo sapiens,Blood|Urine|CSF,Extracellular vesicle,0.396358685090047
AC009414.2,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
AC095055.1,lncRNA,Homo sapiens,Blood|Urine,Extracellular vesicle,0.396358685090047
LINC00376,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
AC016700.3,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
RERG-AS1,lncRNA,Homo sapiens,Blood|Urine,Extracellular vesicle,0.396358685090047
LINC00667,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
LINC00862,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
TTTY14,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
AL161891.1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
MALAT1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.795006069178413
FAM138B,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.795006069178413
AC073254.1,lncRNA,Homo sapiens,Blood|Urine|CSF,Extracellular vesicle,0.396358685090047
KLHL7-DT,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.795006069178413
HIF1A-AS2,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.795006069178413
SNHG17,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
LINC01363,lncRNA,Homo sapiens,Blood|CSF|Bile,Extracellular vesicle,0.396358685090047
ZNF582-DT,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
DHRS4-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
MCHR2-AS1,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
SNHG16,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.82545835599294
CACNA1C-AS1,lncRNA,Homo sapiens,Blood|Bile,Extracellular vesicle,0.396358685090047
DLEU1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
AC159540.1,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
THUMPD3-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
NEAT1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.890460238360382
LINC01502,lncRNA,Homo sapiens,Blood|Urine,Extracellular vesicle,0.396358685090047
CCDC144NL-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
ALOX12-AS1,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
AC159540.2,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
LINC00937,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
LINC01309,lncRNA,Homo sapiens,Blood|Urine,Extracellular vesicle,0.396358685090047
LINC00698,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
MIR137HG,lncRNA,Homo sapiens,Blood|CSF|Bile,Extracellular vesicle,0.396358685090047
LINC01501,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
LINC00339,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
TTC28-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
DLEU2,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.795006069178413
TMEM51-AS1,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
LINC00299,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
ZNF528-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
ZNF337-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
PRDM10-DT,lncRNA,Homo sapiens,Blood|Urine|CSF,Extracellular vesicle,0.396358685090047
LINC01048,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
PANTR1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
MIR4435-2HG,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
LINC00836,lncRNA,Homo sapiens,Blood|Urine,Extracellular vesicle,0.396358685090047
LINC00221,lncRNA,Homo sapiens,Blood|Bile,Extracellular vesicle,0.396358685090047
MAP3K20-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
NAPA-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
AC144521.1,lncRNA,Homo sapiens,Blood|CSF,Extracellular vesicle,0.396358685090047
LINC01054,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
LINC00320,lncRNA,Homo sapiens,Blood|Urine,Extracellular vesicle,0.396358685090047
LINC00628,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
LINC02227,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
AC124798.1,lncRNA,Homo sapiens,Blood|Urine,Extracellular vesicle,0.396358685090047
TMEM147-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
LINC01559,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
CHRM3-AS2,lncRNA,Homo sapiens,Blood|CSF,Extracellular vesicle,0.396358685090047
MCM3AP-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.795006069178413
ELOVL2-AS1,lncRNA,Homo sapiens,Blood|Urine,Extracellular vesicle,0.396358685090047
LINC01339,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
LINC01378,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
LINC00347,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
LINC00847,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.815590988686444
STARD7-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
NUTM2B-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
MIR222HG,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
LARGE-AS1,lncRNA,Homo sapiens,Blood|Bile,Extracellular vesicle,0.396358685090047
HCG11,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
LINC01106,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
PCED1B-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
SEPTIN14P20,lncRNA,Homo sapiens,Blood|Urine,Extracellular vesicle,0.396358685090047
CIRBP-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
RPS6KA2-AS1,lncRNA,Homo sapiens,Blood,Extracellular vesicle,0.396358685090047
LINC01224,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
HCG22,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
ARHGEF7-AS2,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
RPS6KA2-IT1,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
ASH1L-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
AC021945.1,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
TRAF3IP2-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
MROCKI,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.396358685090047
Z97192.2,lncRNA,Homo sapiens,Blood|CSF|Bile,Extracellular vesicle,0.396358685090047
HCG18,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.815590988686444
LINC01541,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
WDR86-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF,Extracellular vesicle,0.396358685090047
DSG1-AS1,lncRNA,Homo sapiens,Blood|Urine|Bile,Extracellular vesicle,0.396358685090047
LINC00343,lncRNA,Homo sapiens,Blood|Bile,Extracellular vesicle,0.396358685090047
VENTXP1,lncRNA,Homo sapiens,Blood|Bile,Extracellular vesicle,0.396358685090047
LAMTOR5-AS1,lncRNA,Homo sapiens,Blood|Urine|CSF|Bile,Extracellular vesicle,0.428658357070095
