FPR	TPR
0.0	0.0
0.0	8.561643835616438e-05
0.0	0.015839041095890412
0.0	0.016095890410958904
0.0	0.04349315068493151
0.0	0.04366438356164384
0.0	0.06113013698630137
0.0	0.0613013698630137
0.0	0.07910958904109588
0.0	0.07928082191780822
0.0	0.09306506849315069
0.0	0.09323630136986301
0.0	0.1365582191780822
0.0	0.13672945205479453
0.0	0.15522260273972602
0.0	0.15539383561643835
0.0	0.16789383561643836
0.0	0.16806506849315067
0.0	0.21327054794520547
0.002544529262086514	0.21327054794520547
0.002544529262086514	0.23193493150684932
0.002544529262086514	0.2321917808219178
0.002544529262086514	0.23904109589041095
0.002544529262086514	0.23921232876712328
0.002544529262086514	0.2551369863013699
0.005089058524173028	0.255222602739726
0.005089058524173028	0.30847602739726027
0.005089058524173028	0.3086472602739726
0.005089058524173028	0.3199486301369863
0.007633587786259542	0.3199486301369863
0.007633587786259542	0.3253424657534247
0.007633587786259542	0.32551369863013696
0.007633587786259542	0.3528253424657534
0.01272264631043257	0.3528253424657534
0.01272264631043257	0.36626712328767125
0.015267175572519083	0.36626712328767125
0.015267175572519083	0.3716609589041096
0.017811704834605598	0.3716609589041096
0.017811704834605598	0.379708904109589
0.020356234096692113	0.379708904109589
0.020356234096692113	0.3999143835616438
0.022900763358778626	0.3999143835616438
0.022900763358778626	0.40008561643835616
0.02544529262086514	0.40008561643835616
0.02544529262086514	0.4058219178082192
0.027989821882951654	0.4058219178082192
0.027989821882951654	0.4088184931506849
0.027989821882951654	0.40898972602739725
0.027989821882951654	0.4125856164383562
0.027989821882951654	0.4127568493150685
0.027989821882951654	0.4267123287671233
0.030534351145038167	0.4267123287671233
0.030534351145038167	0.43261986301369865
0.030534351145038167	0.432791095890411
0.030534351145038167	0.4360445205479452
0.03307888040712468	0.4360445205479452
0.03307888040712468	0.43981164383561644
0.035623409669211195	0.43981164383561644
0.035623409669211195	0.4444349315068493
0.035623409669211195	0.44460616438356165
0.035623409669211195	0.4468321917808219
0.03816793893129771	0.4469178082191781
0.03816793893129771	0.44743150684931504
0.04071246819338423	0.44743150684931504
0.04071246819338423	0.45316780821917807
0.043256997455470736	0.45316780821917807
0.043256997455470736	0.4559075342465753
0.04580152671755725	0.4559075342465753
0.04580152671755725	0.4605308219178082
0.04834605597964377	0.4605308219178082
0.04834605597964377	0.4610445205479452
0.05089058524173028	0.4610445205479452
0.05089058524173028	0.4636130136986301
0.05343511450381679	0.4636130136986301
0.05343511450381679	0.4641267123287671
0.05597964376590331	0.4641267123287671
0.05597964376590331	0.46481164383561646
0.058524173027989825	0.46481164383561646
0.058524173027989825	0.4648972602739726
0.061068702290076333	0.4648972602739726
0.061068702290076333	0.4679794520547945
0.06361323155216285	0.4679794520547945
0.06361323155216285	0.4726027397260274
0.06615776081424936	0.47268835616438354
0.06615776081424936	0.473458904109589
0.06870229007633588	0.473458904109589
0.06870229007633588	0.473972602739726
0.07124681933842239	0.473972602739726
0.07124681933842239	0.4743150684931507
0.07124681933842239	0.47448630136986303
0.07124681933842239	0.4810787671232877
0.0737913486005089	0.4811643835616438
0.0737913486005089	0.48261986301369864
0.07633587786259542	0.48261986301369864
0.07633587786259542	0.4828767123287671
0.07888040712468193	0.4828767123287671
0.07888040712468193	0.49409246575342464
0.07888040712468193	0.49426369863013697
0.07888040712468193	0.49503424657534245
0.08142493638676845	0.49511986301369865
0.08142493638676845	0.4966609589041096
0.08396946564885496	0.4966609589041096
0.08396946564885496	0.4976027397260274
0.089058524173028	0.4976027397260274
0.0916030534351145	0.4976027397260274
0.0916030534351145	0.5066780821917808
0.0916030534351145	0.5068493150684932
0.0916030534351145	0.5074486301369863
0.09414758269720101	0.5074486301369863
0.09414758269720101	0.5087328767123288
0.09669211195928754	0.5087328767123288
0.09669211195928754	0.511986301369863
0.09923664122137404	0.511986301369863
0.09923664122137404	0.5154109589041096
0.09923664122137404	0.5155821917808219
0.09923664122137404	0.5178082191780822
0.10178117048346055	0.5178082191780822
0.10178117048346055	0.5242294520547945
0.10432569974554708	0.5242294520547945
0.10432569974554708	0.5295376712328768
0.10687022900763359	0.5295376712328768
0.10687022900763359	0.5297945205479452
0.10941475826972011	0.5297945205479452
0.10941475826972011	0.5314212328767123
0.10941475826972011	0.5315924657534247
0.10941475826972011	0.5330479452054795
0.10941475826972011	0.5332191780821918
0.10941475826972011	0.5345034246575342
0.11195928753180662	0.5345034246575342
0.11195928753180662	0.5377568493150685
0.11450381679389313	0.5377568493150685
0.11450381679389313	0.540068493150685
0.11704834605597965	0.540068493150685
0.11704834605597965	0.5407534246575343
0.11959287531806616	0.5407534246575343
0.11959287531806616	0.5411815068493151
0.12213740458015267	0.5412671232876712
0.12213740458015267	0.5413527397260274
0.12468193384223919	0.5413527397260274
0.12468193384223919	0.5428082191780822
0.1272264631043257	0.5428938356164383
0.1272264631043257	0.5441780821917809
